token_1,ws,token_2,count
this,1_SP,(,8
^=,1_SP,(,14
&=,1_SP,~,12
--,1_SP,),40
),1_NL_21_ID_SP,:,2
;,2_NL_27_DD_SP,},1
;,2_NL_16_DD_SP,return,19
+,1_NL_34_ID_SP,Identifier,1
+,1_NL_10_ID_SP,String,13
;,2_NL_10_DD_SP,if,2
Identifier,1_NL_37_DD_SP,{,4
+,1_NL_7_ID_SP,Identifier,10
",",1_NL_29_ID_SP,byte,1
Identifier,1_NL_29_DD_SP,{,5
),1_NL_36_DD_SP,{,27
Identifier,1_NL_35_DD_SP,{,3
Identifier,1_SP,final,106
",",1_NL_8_ID_SP,Annotation,77
),1_NL_59_DD_SP,{,4
),1_NL_54_DD_SP,{,8
Null,1_NL_5_ID_SP,&&,1
),1_NL_13_DD_SP,{,8
(,2_SP,),20
:,1_NL_8_ID_SP,String,22
=,1_SP,Comment,6
Identifier,1_NL_10_DD_SP,),1
String,1_NL_35_ID_SP,Comment,2
Comment,1_NL_35_DD_SP,private,2
),1_NL_16_DD_SP,.,48
Identifier,1_NL_20_DD_SP,{,4
),1_NL_30_DD_SP,{,24
>,1_NL_8_ID_SP,(,1
(,0_None,--,14
:,1_NL_31_ID_SP,Identifier,1
;,1_NL_31_DD_SP,return,1
),1_NL_62_DD_SP,{,1
),1_NL_15_DD_SP,{,5
;,2_NL_16_DD_SP,protected,3
),1_NL_48_DD_SP,{,5
(,1_NL_8_ID_SP,int,35
public,1_SP,volatile,3
),1_SP,],11
[,1_SP,this,2
),1_NL_42_DD_SP,{,11
+,1_NL_7_ID_SP,(,4
;,1_NL_8_DD_SP,Annotation,11
+,1_NL_14_ID_SP,String,103
),1_NL_14_DD_SP,public,76
;,2_NL_1_ID_SP,Comment,5
Comment,1_NL_1_DD_SP,boolean,1
;,2_NL_53_DD_SP,Annotation,1
),1_NL_6_DD_SP,{,112
},2_NL,do,14
:,1_NL,for,8
continue,1_SP,Identifier,9
&,1_SP,!,17
~,0_None,(,11
Comment,0_None,>,15
),1_NL_18_ID_SP,?,4
;,1_NL_18_DD_SP,return,5
;,1_NL_39_DD_SP,Comment,4
HexInteger,1_SP,?,28
),1_NL,class,24
;,2_NL_46_DD_SP,Annotation,1
),1_NL_20_ID_SP,.,16
;,1_NL_20_DD_SP,Identifier,5
),1_NL_8_ID_SP,{,132
+,1_NL_9_ID_SP,String,1
;,1_NL_9_DD_SP,return,8
;,2_NL_8_DD_SP,long,19
Comment,1_NL_42_ID_SP,Comment,2
Comment,1_NL_42_DD_SP,Identifier,2
Comment,1_NL_59_ID_SP,Comment,1
Comment,1_NL_59_DD_SP,Identifier,1
&&,1_NL_7_ID_SP,(,10
;,1_NL_8_DD_SP,synchronized,2
;,6_SP,Comment,12
Comment,1_NL_36_ID_SP,Comment,1
Comment,1_NL_40_DD_SP,},1
",",1_SP,;,1
),1_NL_35_ID_SP,.,12
;,1_NL_35_DD_SP,Identifier,1
+,1_NL_13_ID_SP,String,16
;,1_NL_13_DD_SP,Identifier,4
DecimalInteger,1_SP,&,3
=,2_SP,HexInteger,4
=,6_SP,HexInteger,6
=,7_SP,HexInteger,2
},1_NL_1_ID_SP,catch,2
),1_NL_1_DD_SP,{,3
;,1_NL_16_DD_SP,boolean,3
(,1_NL_16_ID_SP,String,2
Identifier,1_NL_16_DD_SP,),1
",",1_NL_35_ID_SP,long,1
:,1_NL_27_ID_SP,Identifier,5
;,2_NL_27_DD_SP,return,2
;,1_NL_20_DD_SP,return,3
(,0_None,Comment,27
(,1_SP,;,37
;,1_SP,;,27
(,0_None,~,6
;,1_NL_16_DD_SP,this,33
.,1_SP,Identifier,4
:,1_NL_7_ID_SP,(,1
+,1_NL_33_ID_SP,String,19
Null,1_NL_23_ID_SP,?,1
),1_NL_29_DD_SP,{,15
;,1_NL_25_DD_SP,break,1
;,2_NL_16_DD_SP,void,1
;,2_NL_14_DD_SP,void,2
;,2_NL_22_DD_SP,void,2
;,2_NL_18_DD_SP,void,1
;,2_NL_30_DD_SP,void,3
;,2_NL_19_DD_SP,void,1
;,2_NL_21_DD_SP,void,1
;,2_NL_27_DD_SP,void,1
;,2_NL_23_DD_SP,void,1
;,2_NL_20_DD_SP,void,1
;,2_NL_8_DD_SP,void,37
),1_NL_8_DD_SP,void,37
:,1_NL_29_ID_SP,new,1
Comment,2_NL_8_DD_SP,long,6
),0_None,this,6
;,2_NL_8_DD_SP,interface,3
",",0_None,;,4
{,1_NL_4_ID_SP,enum,17
<<,1_NL_27_ID_SP,Identifier,2
),1_NL_9_ID_SP,<<,2
|,1_NL_7_ID_SP,(,12
;,2_NL_34_DD_SP,if,2
(,1_SP,super,49
),1_NL_16_DD_SP,{,11
),1_NL,byte,1
HexInteger,1_SP,&,25
(,1_SP,HexInteger,13
[,0_None,HexInteger,3
HexInteger,0_None,],7
",",1_NL_8_ID_SP,double,6
:,1_NL_61_ID_SP,Identifier,2
;,1_NL_65_DD_SP,},2
(,1_SP,++,23
&&,1_NL_5_ID_SP,Identifier,18
Identifier,1_NL_29_DD_SP,),4
",",1_NL_12_DD_SP,},2
||,1_NL_7_ID_SP,Identifier,22
",",1_NL_8_ID_SP,-,2
),1_NL_13_DD_SP,public,7
},2_NL,char,5
+,1_NL_26_ID_SP,Identifier,8
!=,1_SP,char,1
",",0_None,Comment,27
Comment,0_None,Identifier,16
Comment,1_NL_8_ID_SP,{,2
",",1_NL_8_ID_SP,byte,10
Identifier,1_NL_16_DD_SP,{,10
),1_NL_12_DD_SP,{,3
),1_NL_51_DD_SP,{,5
new,2_SP,byte,2
case,1_SP,-,10
Comment,1_NL_4_DD_SP,default,6
),1_NL_31_DD_SP,{,13
;,2_NL_16_DD_SP,final,3
:,1_NL_4_ID_SP,long,8
),1_NL_39_DD_SP,{,9
",",1_NL_2_DD_SP,Identifier,14
),1_NL_44_DD_SP,{,14
Identifier,1_NL_31_DD_SP,),1
:,1_NL_7_ID_SP,new,1
DecimalInteger,1_SP,^,3
),1_NL_56_ID_SP,:,1
Identifier,1_NL_7_ID_SP,+,3
;,2_NL,break,28
DecimalInteger,1_SP,Comment,66
||,1_NL_5_ID_SP,(,6
||,1_NL_1_ID_SP,Identifier,7
boolean,1_NL_8_ID_SP,Identifier,4
),1_NL,double,2
{,1_NL_8_ID_SP,Comment,13
Comment,2_NL_4_DD_SP,int,1
),1_NL_7_ID_SP,?,17
->,1_NL_5_ID_SP,Identifier,3
&&,1_NL_1_DD_SP,!,1
;,1_NL_40_ID_SP,Comment,1
Comment,1_NL_40_DD_SP,private,1
+,1_NL_36_ID_SP,Identifier,8
),1_NL_26_DD_SP,throws,1
||,1_SP,++,1
Comment,2_NL_12_ID_SP,return,1
>,1_NL_4_DD_SP,{,51
class,1_NL_8_ID_SP,&&,3
),1_NL_26_DD_SP,{,10
{,1_NL_12_DD_SP,Comment,46
Comment,1_NL_12_ID_SP,},10
+,1_NL_29_ID_SP,Identifier,5
?,1_NL_8_ID_SP,new,3
),1_NL_27_DD_SP,{,20
Identifier,1_NL_32_DD_SP,{,3
Identifier,1_NL_31_DD_SP,{,3
Comment,1_NL_8_DD_SP,return,4
;,2_NL_8_DD_SP,synchronized,2
&&,1_NL_4_ID_SP,this,1
(,1_NL_8_ID_SP,Comment,7
;,1_NL_24_DD_SP,return,7
Identifier,1_NL_27_DD_SP,{,1
=,1_NL_8_ID_SP,!,3
:,1_NL_4_ID_SP,byte,2
},1_NL_4_DD_SP,default,9
(,16_SP,Identifier,4
(,9_SP,Identifier,4
(,2_SP,Identifier,19
(,13_SP,Identifier,8
(,7_SP,Identifier,4
(,10_SP,Identifier,2
(,11_SP,Identifier,2
(,15_SP,Identifier,6
(,8_SP,Identifier,4
(,19_SP,Identifier,4
(,17_SP,Identifier,2
",",1_NL_31_ID_SP,boolean,11
Identifier,1_NL_14_DD_SP,),1
Identifier,1_NL_30_DD_SP,),2
=,1_NL,(,5
:,1_NL_36_ID_SP,Identifier,2
;,2_NL_36_DD_SP,Comment,4
?,1_SP,HexInteger,16
HexInteger,1_SP,:,16
;,1_NL,volatile,20
),1_NL_47_DD_SP,{,9
;,3_NL,EOF,1
),1_NL,float,1
>,1_SP,||,3
DecimalInteger,1_NL_27_ID_SP,:,4
DecimalInteger,1_NL_22_ID_SP,:,4
DecimalInteger,1_NL_19_ID_SP,:,4
BinaryInteger,1_SP,|,11
BinaryInteger,0_None,),4
^,1_SP,BinaryInteger,4
{,0_None,BinaryInteger,2
BinaryInteger,0_None,",",20
",",1_SP,BinaryInteger,14
BinaryInteger,0_None,},2
),1_NL_40_DD_SP,{,12
",",2_NL_8_ID_SP,Identifier,3
->,1_NL_8_ID_SP,new,59
(,1_NL_8_ID_SP,Boolean,9
Comment,1_NL,Boolean,21
;,1_NL_8_DD_SP,while,28
DecimalInteger,1_NL_8_ID_SP,:,9
;,1_NL_8_DD_SP,short,2
:,1_NL_4_ID_SP,assert,3
;,1_NL_16_DD_SP,long,1
Comment,2_NL_1_ID_SP,public,4
:,1_NL_15_ID_SP,(,2
;,1_NL_15_DD_SP,long,2
:,1_NL_18_ID_SP,(,2
;,1_NL_18_DD_SP,long,2
:,1_NL_17_ID_SP,(,2
;,1_NL_17_DD_SP,long,2
:,1_NL_19_ID_SP,(,2
;,2_NL_19_DD_SP,Comment,2
|,1_SP,DecimalInteger,8
),1_NL_55_ID_SP,:,1
;,1_NL_55_DD_SP,Identifier,1
{,1_NL_8_ID_SP,return,64
>,1_NL_8_ID_SP,Identifier,40
),1_NL_38_ID_SP,:,3
Identifier,7_SP,=,12
&&,1_NL_5_ID_SP,(,7
),1_NL_1_ID_SP,||,2
?,1_SP,~,3
return,2_SP,DecimalInteger,2
),1_NL_41_DD_SP,{,8
],1_NL,{,1
),1_NL_60_DD_SP,{,1
),2_NL_8_DD_SP,.,8
",",0_None,byte,3
Comment,1_NL_8_DD_SP,),6
String,1_NL_8_DD_SP,),82
Identifier,1_NL_83_ID_SP,:,1
;,1_NL_87_DD_SP,},1
?,1_NL_21_ID_SP,Identifier,5
;,1_NL_21_DD_SP,Identifier,8
",",1_NL_20_ID_SP,long,1
),1_NL_20_DD_SP,{,11
Comment,1_NL_12_ID_SP,throw,1
class,1_SP,.,1
new,0_None,;,18
Identifier,1_NL_55_ID_SP,+,2
;,1_NL_55_DD_SP,long,2
),1_NL_7_ID_SP,||,10
Identifier,1_NL_52_ID_SP,+,2
;,1_NL_59_DD_SP,Identifier,2
Identifier,1_NL_40_ID_SP,+,2
;,2_NL_40_DD_SP,assert,2
),1_NL_18_DD_SP,{,6
",",1_NL_22_ID_SP,final,20
{,2_NL_4_ID_SP,char,3
:,1_NL_4_ID_SP,++,4
(,1_SP,--,15
},2_NL_4_DD_SP,case,5
},1_NL_4_DD_SP,case,41
},2_NL_4_DD_SP,default,1
;,1_NL_1_ID_SP,if,1
>,1_SP,byte,1
&&,1_NL_18_ID_SP,Identifier,2
;,1_NL_18_DD_SP,if,2
;,2_NL_16_DD_SP,static,66
",",1_NL_10_ID_SP,long,2
),1_NL_10_DD_SP,{,8
",",1_NL_59_ID_SP,long,2
abstract,1_SP,<,10
Identifier,1_NL_12_ID_SP,?,1
Comment,1_NL_5_DD_SP,{,3
:,1_NL_8_ID_SP,(,2
;,2_NL_26_DD_SP,case,5
",",1_NL_12_ID_SP,new,2
+,1_NL_45_ID_SP,String,3
;,1_NL_53_DD_SP,return,1
Identifier,1_NL,interface,50
Identifier,1_NL_38_ID_SP,:,1
",",1_NL_12_ID_SP,int,1
;,2_NL_12_DD_SP,Annotation,1
Identifier,1_NL_21_DD_SP,{,3
",",1_NL_32_ID_SP,long,1
<=,1_SP,HexInteger,36
HexInteger,1_SP,&&,16
+,1_NL_12_ID_SP,(,2
Comment,1_NL_4_DD_SP,return,1
Comment,1_NL_4_DD_SP,boolean,1
],0_None,...,5
Comment,0_None,],9
),1_NL_16_ID_SP,throws,70
),1_NL_31_ID_SP,:,1
Comment,2_NL_1_ID_SP,Identifier,7
",",1_SP,~,2
+,4_SP,Comment,17
&&,1_NL_8_ID_SP,Comment,2
?,1_NL_4_ID_SP,new,2
return,1_SP,~,4
],1_SP,^=,1
),1_NL_58_DD_SP,{,8
",",1_NL_33_ID_SP,(,2
;,2_NL_37_DD_SP,case,2
",",1_NL_31_ID_SP,(,2
;,2_NL_35_DD_SP,case,2
<,0_None,Comment,1
;,1_NL_16_DD_SP,assert,3
Identifier,1_NL_24_DD_SP,{,3
(,1_SP,void,4
),1_NL_33_ID_SP,+,1
),1_NL_23_ID_SP,+,1
Identifier,1_NL_23_DD_SP,{,8
Identifier,1_NL_14_DD_SP,{,2
+,1_NL_61_ID_SP,String,2
;,2_NL_61_DD_SP,public,1
:,1_NL_17_ID_SP,Identifier,2
;,1_NL_17_DD_SP,throw,2
Identifier,1_NL_23_ID_SP,?,1
),1_NL,long,42
>,1_SP,--,2
this,1_NL,+,2
>,1_NL,void,2
Identifier,1_NL_8_ID_SP,<,6
),1_NL_7_DD_SP,{,4
;,2_NL_30_DD_SP,abstract,1
>,1_NL,extends,2
),1_NL_23_DD_SP,{,19
",",1_NL_36_ID_SP,boolean,16
},2_NL_1_DD_SP,public,6
{,1_NL_5_ID_SP,this,7
||,1_NL_8_ID_SP,Comment,2
),2_SP,Comment,10
if,2_SP,(,1
return,1_SP,+,3
:,1_SP,+,3
int,1_NL_8_ID_SP,Identifier,5
Null,0_None,Comment,2
;,2_NL_17_DD_SP,Identifier,1
",",1_NL_24_ID_SP,double,2
),1_NL_16_DD_SP,),19
),1_NL_14_DD_SP,Annotation,19
HexInteger,1_SP,-,2
:,1_NL_4_ID_SP,String,2
),1_NL_14_DD_SP,long,2
{,1_NL_8_ID_SP,(,1
),1_NL_18_ID_SP,*,1
?,1_NL_24_ID_SP,String,1
:,1_NL,String,2
:,1_NL_19_ID_SP,String,1
;,1_NL_27_DD_SP,return,3
super,0_None,::,4
protected,1_SP,interface,8
:,1_NL_4_ID_SP,{,3
),1_NL_8_DD_SP,:,5
>,1_SP,Comment,7
},1_NL,--,3
Comment,1_NL_8_DD_SP,Identifier,7
&=,1_SP,!,5
String,0_None,Comment,12
;,1_NL_16_DD_SP,public,1
(,2_SP,DecimalInteger,6
;,2_NL_24_DD_SP,private,13
",",1_NL_47_ID_SP,final,19
String,1_NL_16_ID_SP,+,61
),1_NL_31_ID_SP,||,3
;,1_NL_31_DD_SP,if,1
+,1_NL_28_ID_SP,(,2
+,1_NL_32_ID_SP,(,1
Comment,1_NL_16_DD_SP,Comment,4
Comment,1_NL_16_ID_SP,Identifier,15
+,1_NL_33_ID_SP,Identifier,4
+,1_NL_17_ID_SP,String,1
;,2_NL_17_DD_SP,Comment,3
?,1_NL_35_ID_SP,Identifier,1
;,1_NL_35_DD_SP,long,2
+,1_NL_51_ID_SP,String,4
;,2_NL_51_DD_SP,private,2
),1_NL_52_DD_SP,{,8
+,1_NL_70_ID_SP,Identifier,1
;,1_NL_70_DD_SP,public,1
),1_NL_12_ID_SP,:,1
:,1_NL_26_ID_SP,Identifier,2
||,1_NL_1_ID_SP,(,1
:,1_NL_15_ID_SP,Identifier,2
;,2_NL_15_DD_SP,if,10
),1_NL_4_DD_SP,:,1
(,3_SP,Identifier,1
||,1_NL_25_ID_SP,Identifier,1
;,1_NL_25_DD_SP,boolean,1
&&,1_NL_5_ID_SP,!,4
;,1_NL_15_DD_SP,},14
||,1_SP,Comment,13
Comment,1_NL_5_ID_SP,Identifier,2
implements,1_NL,Identifier,3
),1_NL_3_ID_SP,||,1
;,2_NL_25_DD_SP,abstract,1
;,2_NL_31_DD_SP,abstract,1
Comment,1_NL,catch,4
DecimalInteger,1_NL,?,3
;,1_NL_4_ID_SP,return,4
Identifier,2_SP,||,2
public,2_SP,abstract,1
;,2_NL_24_DD_SP,final,1
),1_NL_45_DD_SP,{,13
),1_NL_11_DD_SP,{,5
;,2_NL_24_DD_SP,try,1
",",1_NL_6_DD_SP,Identifier,1
),1_NL_14_DD_SP,Identifier,6
:,1_NL_4_ID_SP,this,109
;,1_NL_33_DD_SP,Identifier,3
Identifier,4_SP,",",12
),2_SP,(,6
>,2_SP,DecimalInteger,8
||,1_NL_10_ID_SP,(,2
|,1_NL,(,20
",",1_NL_46_ID_SP,long,1
Comment,1_NL_4_ID_SP,assert,3
;,1_NL_32_DD_SP,if,3
>=,1_SP,String,36
<=,1_SP,String,53
-,1_SP,String,33
String,1_SP,-,23
>,1_SP,String,1
DecimalFloatingPoint,1_NL_4_ID_SP,||,1
),1_NL_4_ID_SP,*,3
;,3_NL,interface,2
",",1_NL_16_ID_SP,String,4
;,2_NL_8_DD_SP,new,1
),1_NL_58_ID_SP,:,1
;,2_NL_7_DD_SP,Identifier,6
{,1_NL_4_ID_SP,class,12
return,1_SP,HexInteger,72
Identifier,1_NL,char,15
case,1_SP,HexInteger,66
HexInteger,0_None,:,66
-,1_SP,HexInteger,50
HexInteger,1_SP,+,18
;,2_NL,case,9
abstract,1_SP,char,1
;,1_NL_8_DD_SP,char,1
Identifier,1_SP,%=,15
%=,1_SP,DecimalInteger,10
Comment,1_SP,-,4
HexInteger,1_SP,>,7
+,1_NL_40_ID_SP,String,4
;,1_NL_40_DD_SP,return,3
",",1_NL_37_ID_SP,final,95
",",1_NL_50_ID_SP,long,2
Identifier,1_NL_50_DD_SP,{,1
[,0_None,-,5
",",1_NL_20_ID_SP,final,68
new,1_NL_8_ID_SP,Identifier,8
protected,2_SP,<,3
Identifier,1_NL_3_DD_SP,},2
;,1_NL_8_DD_SP,void,3
+,1_NL_29_ID_SP,String,4
),1_NL_27_ID_SP,:,1
;,2_NL_38_DD_SP,public,2
;,1_NL_16_DD_SP,static,2
;,1_NL_16_DD_SP,protected,1
+,1_NL_35_ID_SP,String,3
->,1_NL_8_ID_SP,{,3
;,1_NL_11_DD_SP,return,1
:,2_SP,return,4
),1_NL,/,1
+,1_NL_19_ID_SP,(,2
;,2_NL_19_DD_SP,for,1
assert,1_SP,Boolean,7
",",1_NL_43_ID_SP,byte,1
Identifier,1_NL_22_DD_SP,{,3
;,1_NL_16_DD_SP,switch,1
?,1_NL,new,1
;,1_NL_3_DD_SP,case,10
:,1_NL_3_ID_SP,if,2
Identifier,1_NL_36_ID_SP,+,3
volatile,1_SP,byte,2
Identifier,1_NL,<,7
Identifier,1_NL,byte,12
+,1_NL,Comment,15
),1_NL,char,1
;,1_NL_55_DD_SP,},2
String,1_SP,;,2
;,2_NL_12_DD_SP,void,2
;,2_NL_8_DD_SP,class,2
Comment,0_None,Boolean,2
||,1_SP,super,3
",",1_SP,void,2
),1_NL_34_ID_SP,:,4
;,2_NL_38_DD_SP,},1
:,2_SP,Identifier,2
Identifier,1_NL_41_DD_SP,{,1
:,1_NL_4_ID_SP,int,45
Comment,1_NL_30_ID_SP,:,2
Comment,1_SP,},2
),1_NL,|,5
;,1_NL_11_DD_SP,default,1
|,1_NL_12_ID_SP,(,2
;,1_NL_12_DD_SP,break,2
public,1_NL,void,16
--,0_None,",",15
),0_None,Comment,19
",",1_NL_53_ID_SP,int,1
),1_NL_53_DD_SP,{,7
),2_NL_30_DD_SP,{,1
(,2_SP,!,1
-,1_SP,Comment,2
Comment,0_None,DecimalInteger,3
&&,1_NL_10_ID_SP,Identifier,4
),1_NL_33_DD_SP,{,7
+,1_NL_22_ID_SP,String,4
Identifier,1_NL_28_DD_SP,Identifier,1
!=,1_NL_8_ID_SP,Null,3
;,1_NL,{,13
",",1_NL_23_ID_SP,Annotation,40
",",1_NL_36_DD_SP,Identifier,1
?,1_NL_28_ID_SP,Identifier,1
:,1_NL_8_DD_SP,Identifier,2
;,1_NL_28_DD_SP,try,1
+,1_NL_56_ID_SP,String,2
;,2_NL_56_DD_SP,private,2
;,2_NL_45_DD_SP,Comment,1
;,2_NL_49_DD_SP,Comment,5
(,1_NL_3_ID_SP,Identifier,3
String,1_NL_3_DD_SP,),2
String,1_NL_12_DD_SP,),3
",",3_SP,Comment,6
String,1_NL,),3
;,1_NL_8_DD_SP,default,6
(,2_SP,boolean,1
Comment,1_NL_4_ID_SP,switch,2
(,2_SP,String,2
",",1_NL_27_ID_SP,long,1
},2_NL_4_DD_SP,return,4
Identifier,1_NL_6_DD_SP,.,2
),1_NL_28_ID_SP,?,2
;,1_NL_28_DD_SP,long,2
;,2_NL_13_DD_SP,Identifier,4
Identifier,1_NL_7_ID_SP,&&,7
:,2_NL_4_ID_SP,for,1
Comment,2_NL_8_DD_SP,byte,1
},1_NL,new,8
},2_NL,new,1
Identifier,6_SP,=,7
int,2_SP,Identifier,4
Identifier,9_SP,=,6
Identifier,12_SP,=,2
Identifier,11_SP,=,2
Identifier,10_SP,=,1
Identifier,1_NL_85_ID_SP,:,2
;,1_NL_89_DD_SP,},2
+,1_NL_8_DD_SP,Identifier,4
=,1_SP,--,3
Comment,1_NL_4_ID_SP,continue,6
HexInteger,0_None,Comment,2
",",1_NL_7_DD_SP,Identifier,2
),1_SP,BinaryInteger,6
do,1_SP,Comment,1
(,1_SP,~,2
:,1_SP,~,2
},3_SP,Comment,2
),1_NL_50_DD_SP,{,1
",",1_NL_47_ID_SP,long,1
<=,1_SP,-,3
Comment,1_NL_14_ID_SP,Comment,8
Comment,1_NL_18_DD_SP,},1
&&,1_NL_10_ID_SP,(,1
Comment,2_NL,class,1
protected,1_SP,enum,3
protected,1_SP,Annotation,2
abstract,1_SP,short,4
),1_NL_42_ID_SP,.,8
;,1_NL_42_DD_SP,if,1
&&,1_NL,this,9
;,2_NL_24_DD_SP,Identifier,4
:,1_NL_4_ID_SP,new,2
+,1_NL_13_ID_SP,Identifier,4
],1_NL,:,2
==,1_SP,--,2
Identifier,1_NL_55_DD_SP,{,1
Identifier,5_SP,),6
DecimalInteger,2_SP,),4
DecimalInteger,1_NL_5_ID_SP,&,1
DecimalInteger,1_NL,&,1
Identifier,1_NL,&,2
DecimalInteger,1_NL_8_ID_SP,|,1
Identifier,1_NL,|,3
DecimalInteger,1_NL,|,1
],0_None,Comment,6
;,2_NL_31_DD_SP,void,1
;,2_NL_32_DD_SP,void,1
",",1_NL_8_DD_SP,Boolean,3
Identifier,1_NL_16_ID_SP,?,2
+,1_NL_18_ID_SP,Identifier,4
",",1_NL_11_DD_SP,Identifier,2
+,1_NL_19_ID_SP,Identifier,2
String,1_NL_40_ID_SP,+,1
Null,1_NL_7_ID_SP,?,3
return,2_SP,String,5
Comment,1_NL_4_ID_SP,synchronized,1
Identifier,2_NL_8_DD_SP,),1
+,1_NL_42_ID_SP,String,4
{,1_NL_12_ID_SP,Identifier,6
;,2_NL_47_DD_SP,public,2
Comment,1_SP,||,1
Identifier,1_NL_30_DD_SP,{,2
),1_NL_21_DD_SP,throws,1
;,1_NL_8_DD_SP,protected,3
String,1_NL_7_ID_SP,+,2
Identifier,1_NL_28_DD_SP,),2
>,0_None,.,31
:,1_NL,while,2
),1_NL,short,1
),1_NL_4_ID_SP,{,2
<,1_SP,String,5
Comment,2_NL,char,1
:,2_NL_4_ID_SP,if,1
:,2_NL_4_ID_SP,Identifier,2
&,1_SP,this,1
],1_NL_16_ID_SP,{,1
),1_NL_12_ID_SP,*,1
Identifier,1_NL_10_ID_SP,:,1
Comment,1_NL_1_ID_SP,long,2
;,1_NL_7_DD_SP,this,4
),1_NL_18_ID_SP,:,3
+,18_SP,Comment,2
+,16_SP,Comment,4
+,13_SP,Comment,2
+,10_SP,Comment,2
String,23_SP,Comment,2
Comment,1_NL_8_ID_SP,(,10
(,1_NL_8_ID_SP,DecimalInteger,12
",",1_NL_22_ID_SP,long,2
;,1_NL_8_DD_SP,switch,12
;,2_NL_16_DD_SP,public,4
||,1_NL_5_ID_SP,!,1
Comment,1_SP,*,2
+,1_NL_1_DD_SP,String,2
->,2_SP,Identifier,2
=,1_NL_14_ID_SP,Identifier,3
",",1_SP,++,17
",",1_NL,!,6
||,3_SP,Comment,1
Comment,1_NL_11_DD_SP,},5
||,5_SP,Comment,2
;,18_SP,Comment,1
",",1_NL_65_ID_SP,final,5
),1_NL_65_DD_SP,{,4
(,1_NL_4_ID_SP,byte,1
(,1_NL_4_ID_SP,short,1
),1_NL_40_ID_SP,:,3
;,1_NL_16_DD_SP,new,1
(,2_NL_8_ID_SP,Comment,1
Identifier,1_NL_12_DD_SP,Identifier,1
new,2_SP,Identifier,1
",",1_NL_35_ID_SP,final,98
:,1_NL_33_ID_SP,Identifier,1
?,1_NL_50_ID_SP,Identifier,1
;,1_NL_54_DD_SP,},2
+,1_NL_8_DD_SP,String,2
Comment,1_SP,DecimalInteger,8
Identifier,2_SP,:,5
Identifier,1_NL_25_ID_SP,+,2
Identifier,1_NL_48_DD_SP,{,3
Comment,2_NL,double,2
",",1_NL_28_ID_SP,long,1
;,2_NL_8_DD_SP,{,1
&&,1_NL_21_ID_SP,Identifier,2
|,1_NL_16_ID_SP,(,1
|,1_NL_15_ID_SP,(,1
|,1_NL_1_ID_SP,HexInteger,1
*,1_SP,this,10
:,8_SP,throw,4
&&,1_NL_24_ID_SP,Identifier,2
;,1_NL_24_DD_SP,default,1
+,1_NL_12_ID_SP,String,2
>>>=,1_SP,Identifier,3
<<=,1_SP,Identifier,3
=,1_NL_36_ID_SP,Identifier,1
;,2_NL_40_DD_SP,return,1
+,1_NL_41_ID_SP,String,3
=,1_NL_8_ID_SP,this,7
;,1_NL,transient,1
;,2_NL,transient,3
;,2_NL_8_DD_SP,while,6
?,1_NL_30_ID_SP,Identifier,2
",",1_NL_22_DD_SP,Identifier,4
;,1_NL_7_DD_SP,byte,2
;,1_NL_7_DD_SP,if,4
;,2_NL_23_DD_SP,Identifier,5
!=,1_NL_7_ID_SP,DecimalInteger,2
(,1_NL_8_ID_SP,boolean,5
throws,1_NL,Identifier,1
",",18_SP,Identifier,10
Identifier,10_SP,",",2
",",8_SP,Identifier,8
),1_NL,boolean,40
Comment,1_NL_4_ID_SP,final,2
byte,0_None,...,2
;,2_NL_70_DD_SP,case,1
;,2_NL_62_DD_SP,default,1
),1_NL_45_ID_SP,?,1
&&,1_SP,++,8
%=,1_SP,Identifier,5
=,1_NL_16_ID_SP,String,2
],1_NL_8_DD_SP,),1
),1_NL_62_DD_SP,throws,1
Identifier,1_NL_39_DD_SP,),2
),1_NL_70_DD_SP,{,1
Identifier,1_NL_65_ID_SP,+,1
;,1_NL_65_DD_SP,private,1
=,1_NL_14_ID_SP,new,2
(,1_NL_20_ID_SP,Identifier,1
",",1_NL_10_DD_SP,Identifier,1
&&,1_NL_9_ID_SP,Identifier,1
+,1_NL_47_ID_SP,String,1
&&,1_NL_35_ID_SP,(,1
?,1_NL,Comment,1
{,2_NL_4_ID_SP,interface,2
Comment,1_NL_8_ID_SP,&&,1
?,1_NL_29_ID_SP,new,1
;,1_NL_29_DD_SP,this,2
++,1_SP,<,3
?,1_NL_12_ID_SP,new,1
:,1_NL,(,1
;,1_NL_24_DD_SP,this,1
;,1_NL_68_DD_SP,Identifier,1
",",1_NL_19_ID_SP,long,1
;,2_NL_19_DD_SP,Identifier,5
),2_NL,{,6
?,1_NL_7_ID_SP,new,1
),1_NL_16_ID_SP,:,2
Comment,1_NL_4_ID_SP,byte,2
Comment,1_NL_77_ID_SP,Comment,2
Comment,1_NL_77_DD_SP,{,2
",",1_NL_41_ID_SP,boolean,1
Identifier,1_NL_12_ID_SP,+,1
;,2_NL_12_DD_SP,Identifier,10
String,1_NL_12_ID_SP,+,3
;,1_NL_12_DD_SP,if,1
[,0_None,Comment,2
+,1_NL_31_ID_SP,Identifier,1
;,2_NL_12_DD_SP,default,1
return,5_SP,DecimalInteger,1
Comment,1_NL_9_ID_SP,+,1
Comment,1_NL_13_DD_SP,},1
return,4_SP,DecimalInteger,4
:,1_NL_1_ID_SP,{,1
